───────────────────────────────────────────────────────────────────────────────
Language            Files       Lines    Blanks  Comments       Code Complexity
~/syscalls.s/epoll_create.S         5         1         0          4          0
~syscalls.s/epoll_create1.S         5         1         0          4          0
~nim/syscalls.s/epoll_ctl.S         5         1         0          4          0
~im/syscalls.s/epoll_wait.S         5         1         0          4          0
~xinim/syscalls.s/errlist.S       303         9         0        294          4
~-xinim/syscalls.s/execve.S         3         1         0          2          0
~nim/syscalls.s/faccessat.S         3         1         0          2          0
~nim/syscalls.s/fadvise64.S        16         5         1         10          0
~/syscalls.s/fadvise64_64.S         8         2         0          6          0
~nim/syscalls.s/fallocate.S         5         1         0          4          0
~syscalls.s/fanotify_init.S         3         1         0          2          0
~syscalls.s/fanotify_mark.S         3         1         0          2          0
~-xinim/syscalls.s/fchdir.S         3         1         0          2          0
~-xinim/syscalls.s/fchmod.S         3         1         0          2          0
~inim/syscalls.s/fchmodat.S         3         1         0          2          0
~-xinim/syscalls.s/fchown.S         3         1         0          2          0
~inim/syscalls.s/fchown32.S         5         1         0          4          0
~inim/syscalls.s/fchownat.S         3         1         0          2          0
~c-xinim/syscalls.s/fcntl.S         3         1         0          2          0
~xinim/syscalls.s/fcntl64.S        10         1         0          9          0
~nim/syscalls.s/fdatasync.S         6         1         0          5          0
~nim/syscalls.s/fgetxattr.S         2         0         0          2          0
~im/syscalls.s/flistxattr.S         2         0         0          2          0
~c-xinim/syscalls.s/flock.S         3         1         0          2          0
~bc-xinim/syscalls.s/fork.S         3         1         0          2          0
~/syscalls.s/fremovexattr.S         2         0         0          2          0
~nim/syscalls.s/fsetxattr.S         3         1         0          2          0
~c-xinim/syscalls.s/fstat.S         3         1         0          2          0
~xinim/syscalls.s/fstat64.S        10         1         0          9          0
~xinim/syscalls.s/fstatat.S         5         1         0          4          0
~nim/syscalls.s/fstatat64.S         6         1         0          5          0
~xinim/syscalls.s/fstatfs.S         3         1         0          2          0
~nim/syscalls.s/fstatfs64.S         5         1         0          4          0
~c-xinim/syscalls.s/fsync.S         3         1         0          2          0
~nim/syscalls.s/ftruncate.S         3         1         0          2          0
~m/syscalls.s/ftruncate64.S        10         1         0          9          0
~c-xinim/syscalls.s/futex.S         3         1         0          2          0
~nim/syscalls.s/futimesat.S         3         1         0          2          0
~syscalls.s/get_mempolicy.S         5         1         0          4          0
~scalls.s/get_thread_area.S         5         1         0          4          0
~-xinim/syscalls.s/getcwd.S         3         1         0          2          0
~inim/syscalls.s/getdents.S         3         1         0          2          0
~im/syscalls.s/getdents64.S         6         1         0          5          0
~xinim/syscalls.s/getegid.S         3         1         0          2          0
~nim/syscalls.s/getegid32.S         5         1         0          4          0
~xinim/syscalls.s/geteuid.S         3         1         0          2          0
~nim/syscalls.s/geteuid32.S         5         1         0          4          0
~-xinim/syscalls.s/getgid.S         3         1         0          2          0
~inim/syscalls.s/getgid32.S         5         1         0          4          0
~nim/syscalls.s/getgroups.S         3         1         0          2          0
~m/syscalls.s/getgroups32.S         5         1         0          4          0
~nim/syscalls.s/getitimer.S         3         1         0          2          0
~xinim/syscalls.s/getpgid.S         3         1         0          2          0
~-xinim/syscalls.s/getpid.S         3         1         0          2          0
~xinim/syscalls.s/getppid.S         3         1         0          2          0
~m/syscalls.s/getpriority.S         3         1         0          2          0
~nim/syscalls.s/getrandom.S         3         1         0          2          0
~nim/syscalls.s/getresgid.S         7         3         0          4          0
~m/syscalls.s/getresgid32.S         5         1         0          4          0
~nim/syscalls.s/getresuid.S         7         3         0          4          0
~nim/syscalls.s/getrlimit.S        11         5         0          6          0
~nim/syscalls.s/getrusage.S         3         1         0          2          0
~-xinim/syscalls.s/getsid.S         3         1         0          2          0
~-xinim/syscalls.s/gettid.S         3         1         0          2          0
~/syscalls.s/gettimeofday.S         3         1         0          2          0
~-xinim/syscalls.s/getuid.S         3         1         0          2          0
~inim/syscalls.s/getuid32.S         5         1         0          4          0
~inim/syscalls.s/getxattr.S         2         0         0          2          0
~m/syscalls.s/init_module.S         5         1         0          4          0
